# Strain, f_max, p, Sigma, DeltaPhi, num_broken
1.707840299025249406e-02,2.120690943668891992e-01,6.130627619713869825e-01,4.304820639884315625e+01,3.228761289706176818e-01,2.200000000000000000e+01
1.708932692478676990e-02,2.129997592513358518e-01,6.130627619713869825e-01,4.276598246618512178e+01,3.227857950645918184e-01,2.200000000000000000e+01
1.710025085932104921e-02,2.139325604555518956e-01,6.130627619713868715e-01,4.248393878815743108e+01,3.226939734799241233e-01,2.200000000000000000e+01
1.711117479385532505e-02,2.148675043099239068e-01,6.130627619713867604e-01,4.220207267230782833e+01,3.226006386867743547e-01,2.200000000000000000e+01
1.712209872838960090e-02,2.158045980972718991e-01,6.130627619713867604e-01,4.192038197529777221e+01,3.225057645329720835e-01,2.200000000000000000e+01
1.713302266292387674e-02,2.167438502046755144e-01,6.130627619713868715e-01,4.163886430506988745e+01,3.224093241934813947e-01,2.200000000000000000e+01
1.714394659745815258e-02,2.176852700358024584e-01,6.130627619713870935e-01,4.135751746212990554e+01,3.223112902157452830e-01,2.200000000000000000e+01
1.715487053199243189e-02,2.186288684920240644e-01,6.130627619713869825e-01,4.107633721898994139e+01,3.222116343071003697e-01,2.200000000000000000e+01
1.716579446652670773e-02,2.195746570626511129e-01,6.130627619713869825e-01,4.079532177474472121e+01,3.221103277227140294e-01,2.200000000000000000e+01
1.717671840106098358e-02,2.205226487332279384e-01,6.130627619713866494e-01,4.051446729971576843e+01,3.220073408998523345e-01,2.200000000000000000e+01
1.718764233559525942e-02,2.214728575630678098e-01,6.130627619713868715e-01,4.023377015997559880e+01,3.219026436181824935e-01,2.200000000000000000e+01
1.719856627012953526e-02,2.224252984984625148e-01,6.130627619713868715e-01,3.995322753384751735e+01,3.217962051066652340e-01,2.200000000000000000e+01
1.720949020466381457e-02,2.233799887243102800e-01,6.130627619713868715e-01,3.967283216414288916e+01,3.216879933950602122e-01,2.200000000000000000e+01
1.722041413919809041e-02,2.243369450923231867e-01,6.130627619713870935e-01,3.939258285923270364e+01,3.215779764990218670e-01,2.200000000000000000e+01
1.723133807373236626e-02,2.252961704731124559e-01,6.130627619713866494e-01,3.911247446721345256e+01,3.214661338705321891e-01,2.200000000000000000e+01
1.724226200826664210e-02,2.262574310214309214e-01,6.130627619713868715e-01,3.883251781852958118e+01,3.213526290921519535e-01,2.200000000000000000e+01
1.725318594280091794e-02,2.272206803164578681e-01,6.130627619713868715e-01,3.855273285409425199e+01,3.212374955928935516e-01,2.200000000000000000e+01
1.726410987733519725e-02,2.281858828517052962e-01,6.130627619713870935e-01,3.827313700342008929e+01,3.211207579667421097e-01,2.200000000000000000e+01
1.727503381186947309e-02,2.291530084953601609e-01,6.130627619713869825e-01,3.799374589680605396e+01,3.210024349353166606e-01,2.200000000000000000e+01
1.728595774640374894e-02,2.301220302244539329e-01,6.130627619713870935e-01,3.771457475683112648e+01,3.208825412184794779e-01,2.200000000000000000e+01
1.729688168093802478e-02,2.310929243835126434e-01,6.130627619713869825e-01,3.743563311942200755e+01,3.207610880423252819e-01,2.200000000000000000e+01
1.730780561547230062e-02,2.320656678400019601e-01,6.130627619713868715e-01,3.715693579611145481e+01,3.206380849335346284e-01,2.200000000000000000e+01
1.731872955000657993e-02,2.330402399588622497e-01,6.130627619713868715e-01,3.687849209879435364e+01,3.205135391584727489e-01,2.200000000000000000e+01
1.732965348454085577e-02,2.340166212631591691e-01,6.130627619713869825e-01,3.660031149424157348e+01,3.203874564959858229e-01,2.200000000000000000e+01
1.734057741907513162e-02,2.349947935438959634e-01,6.130627619713866494e-01,3.632240244227482151e+01,3.202598413426658852e-01,2.200000000000000000e+01
1.735150135360940746e-02,2.359747397600825414e-01,6.130627619713867604e-01,3.604477256662251250e+01,3.201306968489401883e-01,2.200000000000000000e+01
1.736242528814368330e-02,2.369564439826526148e-01,6.130627619713869825e-01,3.576742871591847006e+01,3.200000250105492494e-01,2.200000000000000000e+01
1.737334922267796261e-02,2.379398913585468733e-01,6.130627619713868715e-01,3.549037701624054364e+01,3.198678267330981595e-01,2.200000000000000000e+01
1.738427315721223845e-02,2.389250680808410188e-01,6.130627619713868715e-01,3.521362294533758330e+01,3.197341018817743685e-01,2.200000000000000000e+01
1.739519709174651430e-02,2.399119613705474330e-01,6.130627619713870935e-01,3.493717138136386779e+01,3.195988493192544189e-01,2.200000000000000000e+01
1.740612102628079014e-02,2.409005594633344682e-01,6.130627619713872045e-01,3.466102664842488679e+01,3.194620669367136956e-01,2.200000000000000000e+01
1.741704496081506598e-02,2.418908516008717036e-01,6.130627619713867604e-01,3.438519255239535966e+01,3.193237516798076991e-01,2.200000000000000000e+01
1.742796889534934529e-02,2.428828279795928746e-01,6.130627619713869825e-01,3.410967270446241884e+01,3.191838995932347323e-01,2.200000000000000000e+01
1.743889282988362113e-02,2.438764799623328872e-01,6.130627619713868715e-01,3.383446917521605712e+01,3.190425057427891398e-01,2.200000000000000000e+01
1.744981676441789697e-02,2.448717996178685630e-01,6.130627619713868715e-01,3.355958527868139640e+01,3.188995644223429626e-01,2.200000000000000000e+01
1.746074069895217282e-02,2.458687801934620887e-01,6.130627619713868715e-01,3.328502283975910814e+01,3.187550689937164727e-01,2.200000000000000000e+01
1.747166463348644866e-02,1.632003123386860932e-01,6.130627619713870935e-01,3.267094220132672433e+01,3.185786288384886422e-01,2.300000000000000000e+01
1.747666463348645019e-02,1.634971202597501061e-01,6.130627619713870935e-01,3.259587796293055106e+01,3.185130245931724335e-01,2.300000000000000000e+01
1.748518059388113124e-02,1.640034241289951011e-01,6.130627619713867604e-01,3.246785237299401672e+01,3.184016343486297251e-01,2.300000000000000000e+01
1.749790085097232412e-02,1.647618514618374441e-01,6.130627619713869825e-01,3.227629518323370661e+01,3.182357821120633257e-01,2.300000000000000000e+01
1.751369397449597382e-02,1.657071749787268067e-01,6.130627619713870935e-01,3.203809063731478091e+01,3.180303387062223819e-01,2.300000000000000000e+01
1.752948709801962004e-02,1.666562959325658677e-01,6.130627619713868715e-01,3.179967981307641978e+01,3.178250524013004896e-01,2.300000000000000000e+01
1.754528022154326627e-02,1.676092796342107671e-01,6.130627619713868715e-01,3.156108766748641159e+01,3.176198127009242089e-01,2.300000000000000000e+01
1.756107334506691250e-02,1.685678813712721547e-01,6.130627619713869825e-01,3.130663656820228269e+01,3.174144958240912029e-01,2.300000000000000000e+01
1.757686646859055873e-02,1.695307138723854135e-01,6.130627619713868715e-01,3.104826813508045547e+01,3.172091589430310887e-01,2.300000000000000000e+01
1.759265959211420843e-02,1.704973396852441647e-01,6.130627619713867604e-01,3.078960026435208874e+01,3.170037644634248752e-01,2.300000000000000000e+01
1.760845271563785466e-02,1.714677270844811863e-01,6.130627619713870935e-01,3.053065988718478607e+01,3.167982464167905521e-01,2.300000000000000000e+01
1.762424583916150089e-02,1.724418406417194405e-01,6.130627619713867604e-01,3.027147781130869930e+01,3.165925440116374445e-01,2.300000000000000000e+01
1.764003896268514712e-02,1.734196443415277067e-01,6.130627619713868715e-01,3.001207953474706969e+01,3.163865996121177360e-01,2.300000000000000000e+01
1.765583208620879335e-02,1.744011018592878937e-01,6.130627619713870935e-01,2.975248982876906823e+01,3.161803584920009347e-01,2.300000000000000000e+01
1.767162520973244305e-02,1.753861770595113168e-01,6.130627619713870935e-01,2.949273203407928889e+01,3.159737683321108270e-01,2.300000000000000000e+01
1.768741833325608928e-02,1.763748340395815961e-01,6.130627619713867604e-01,2.923282910523429834e+01,3.157667790180046508e-01,2.300000000000000000e+01
1.770321145677973551e-02,1.773670378143232251e-01,6.130627619713866494e-01,2.897279963198563735e+01,3.155593419247348375e-01,2.300000000000000000e+01
1.771900458030338174e-02,1.783627530565932706e-01,6.130627619713868715e-01,2.871266694806274344e+01,3.153514107050485182e-01,2.300000000000000000e+01
1.773479770382702797e-02,1.793619457619489987e-01,6.130627619713868715e-01,2.845244776177999313e+01,3.151429398963030426e-01,2.300000000000000000e+01
1.775059082735067767e-02,1.803645821252101988e-01,6.130627619713869825e-01,2.819216045464694176e+01,3.149338855722268460e-01,2.300000000000000000e+01
1.776638395087432390e-02,1.813706286431326642e-01,6.130627619713867604e-01,2.793182426363201643e+01,3.147242051762043635e-01,2.300000000000000000e+01
1.778217707439797013e-02,1.823800527403288962e-01,6.130627619713867604e-01,2.767145530130009945e+01,3.145138569301950682e-01,2.300000000000000000e+01
1.779797019792161636e-02,1.833928223347112696e-01,6.130627619713868715e-01,2.741106985285789577e+01,3.143028000253318410e-01,2.300000000000000000e+01
1.781376332144526259e-02,1.844089059758769189e-01,6.130627619713869825e-01,2.715068359772409323e+01,3.140909944270212084e-01,2.300000000000000000e+01
1.782955644496891229e-02,1.854282728657755119e-01,6.130627619713868715e-01,2.689031171073480309e+01,3.138784007606599813e-01,2.300000000000000000e+01
1.784534956849255852e-02,1.864508929248842040e-01,6.130627619713867604e-01,2.662996860242251174e+01,3.136649801930029846e-01,2.300000000000000000e+01
1.786114269201620475e-02,1.874767367793428730e-01,6.130627619713868715e-01,2.636966829748178398e+01,3.134506943379414268e-01,2.300000000000000000e+01
1.787693581553985098e-02,1.885057757914052612e-01,6.130627619713868715e-01,2.610942446961589170e+01,3.132355051598041396e-01,2.300000000000000000e+01
1.789272893906349721e-02,1.895379821456379399e-01,6.130627619713866494e-01,2.584925004437690532e+01,3.130193748622339678e-01,2.300000000000000000e+01
1.790852206258714691e-02,1.905733288349617804e-01,6.130627619713867604e-01,2.558915758437927224e+01,3.128022658128059019e-01,2.300000000000000000e+01
1.792431518611079314e-02,1.916117897155264205e-01,6.130627619713870935e-01,2.532915914980443262e+01,3.125841404469315021e-01,2.300000000000000000e+01
1.794010830963443937e-02,1.926533395375077951e-01,6.130627619713869825e-01,2.506926634481482452e+01,3.123649611865098041e-01,2.300000000000000000e+01
1.795590143315808559e-02,1.936979539739167033e-01,6.130627619713867604e-01,2.480949038805505680e+01,3.121446903594748967e-01,2.300000000000000000e+01
1.797169455668173182e-02,1.947456097056783353e-01,6.130627619713867604e-01,2.454984174417223386e+01,3.119232901066764652e-01,2.300000000000000000e+01
1.798748768020538152e-02,1.957962843645513762e-01,6.130627619713868715e-01,2.429033087380286204e+01,3.117007223294189777e-01,2.300000000000000000e+01
1.800328080372902775e-02,1.968499565224456072e-01,6.130627619713868715e-01,2.403096828549666952e+01,3.114769487077880816e-01,2.300000000000000000e+01
